panel_id,team,sponsor,stage,predicted_roi,media_value_index,fan_conversion_rate,social_spread_index,brand_influence_score,commercial_decision_score
1998_565_Brazil,Brazil,Adidas,group_or_knockout,4.295,0.549051,0.699578,0.63428,0.900554,0.736776
2014_821_Brazil,Brazil,Adidas,group_or_knockout,4.361,0.516067,0.696876,0.575837,0.900554,0.733943
1998_556_Spain,Spain,Budweiser,group_or_knockout,4.126,0.719788,0.658411,0.753846,0.728164,0.732908
2022_954_South_Korea,South Korea,Hisense,group_or_knockout,4.437,0.687572,0.591259,0.476503,0.660317,0.729806
1986_400_Brazil,Brazil,Adidas,group_or_knockout,4.284,0.500823,0.684434,0.674341,0.900554,0.726867
2006_671_Brazil,Brazil,Adidas,group_or_knockout,4.311,0.500381,0.686058,0.626144,0.900554,0.72567
1998_573_Brazil,Brazil,Adidas,group_or_knockout,4.263,0.537896,0.692448,0.616819,0.900554,0.724247
1998_533_Brazil,Brazil,Adidas,group_or_knockout,4.306,0.492648,0.680992,0.625221,0.900554,0.721936
2022_914_Brazil,Brazil,Adidas,group_or_knockout,4.28,0.533587,0.693383,0.57177,0.900554,0.720533
2002_605_Italy,Italy,Visa,group_or_knockout,4.183,0.684074,0.525896,0.698045,0.874646,0.71934
1994_482_Brazil,Brazil,Adidas,group_or_knockout,4.29,0.484176,0.678239,0.64082,0.900554,0.718587
1982_312_Hungary,Hungary,Adidas,tournament,4.303,0.646742,0.639886,0.557489,0.691749,0.717479
1982_322_Brazil,Brazil,Adidas,tournament,4.278,0.486008,0.675927,0.640612,0.900554,0.716164
1994_510_Netherlands,Netherlands,Hisense,group_or_knockout,4.048,0.651881,0.652852,0.748408,0.882297,0.716149
2018_847_Switzerland,Switzerland,Visa,group_or_knockout,4.367,0.593235,0.563263,0.599883,0.745008,0.715871
1990_456_Spain,Spain,Budweiser,group_or_knockout,4.063,0.660984,0.635202,0.839377,0.728164,0.715272
1970_217_Brazil,Brazil,Adidas,tournament,4.288,0.454219,0.668602,0.670534,0.900554,0.714025
2010_720_North_Korea,North Korea,Adidas,group_or_knockout,4.475,0.638802,0.495916,0.512456,0.645981,0.713052
1994_493_Brazil,Brazil,Adidas,group_or_knockout,4.274,0.474784,0.672486,0.641647,0.900554,0.712427
2022_949_Netherlands,Netherlands,Hisense,group_or_knockout,4.083,0.660566,0.656541,0.653418,0.882297,0.712367
1994_496_Cameroon,Cameroon,Hyundai,group_or_knockout,4.262,0.74647,0.491478,0.636875,0.654762,0.711989
2010_736_Italy,Italy,Visa,group_or_knockout,4.215,0.64838,0.515817,0.644558,0.874646,0.708532
1950_70_Brazil,Brazil,Adidas,tournament,4.28,0.442115,0.664472,0.663737,0.900554,0.70808
2018_894_Belgium,Belgium,Visa,group_or_knockout,4.377,0.656537,0.517553,0.517236,0.704752,0.707957
2018_900_Croatia,Croatia,Hisense,group_or_knockout,4.245,0.829545,0.42967,0.552642,0.688495,0.707349
2014_773_Brazil,Brazil,Adidas,group_or_knockout,4.305,0.500636,0.680304,0.498827,0.900554,0.705676
1998_517_Scotland,Scotland,Adidas,group_or_knockout,4.454,0.613952,0.481317,0.529541,0.659456,0.704532
2018_887_Spain,Spain,Budweiser,group_or_knockout,4.186,0.620937,0.629992,0.653729,0.728164,0.70393
2022_910_Costa_Rica,Costa Rica,Visa,group_or_knockout,4.136,0.810632,0.568533,0.567425,0.635323,0.703316
1938_37_Brazil,Brazil,Adidas,tournament,4.248,0.453648,0.661914,0.642114,0.900554,0.700783
2010_735_Ivory_Coast,Ivory Coast,McDonald's,group_or_knockout,4.445,0.668125,0.65206,0.479141,0.270527,0.699449
1998_577_Brazil,Brazil,Adidas,group_or_knockout,4.236,0.471022,0.667421,0.613384,0.900554,0.699194
1994_473_Brazil,Brazil,Adidas,group_or_knockout,4.276,0.438883,0.659407,0.609453,0.900554,0.698064
2018_887_Russia,Russia,Hyundai,group_or_knockout,4.186,0.620937,0.5943,0.60397,0.802854,0.698008
2018_889_Mexico,Mexico,Vivo,group_or_knockout,4.381,0.597953,0.748441,0.476857,0.362371,0.697531
1958_133_Brazil,Brazil,Adidas,tournament,4.223,0.449133,0.658225,0.662741,0.900554,0.697055
1998_526_Spain,Spain,Budweiser,group_or_knockout,4.049,0.663171,0.633136,0.715017,0.728164,0.695194
1986_405_Brazil,Brazil,Adidas,group_or_knockout,4.227,0.444366,0.659849,0.648276,0.900554,0.695066
1982_355_Brazil,Brazil,Adidas,tournament,4.007,0.57062,0.676215,0.736014,0.900554,0.694435
1990_430_Germany,Germany,Coca-Cola,group_or_knockout,4.145,0.626538,0.572663,0.632341,0.834073,0.694307
2002_633_Brazil,Brazil,Adidas,group_or_knockout,4.25,0.45652,0.661914,0.58485,0.900554,0.693794
2010_760_Germany,Germany,Coca-Cola,group_or_knockout,4.075,0.680602,0.584561,0.624041,0.834073,0.693297
2014_829_Colombia,Colombia,Mengniu,group_or_knockout,4.413,0.595713,0.765608,0.448098,0.269293,0.693141
1990_456_Yugoslavia,Yugoslavia,Qatar Airways,group_or_knockout,4.063,0.660984,0.587016,0.819481,0.61998,0.692995
1998_571_Argentina,Argentina,Hyundai,group_or_knockout,4.115,0.650235,0.515314,0.702377,0.824585,0.692104
2018_841_France,France,Qatar Airways,group_or_knockout,4.134,0.647773,0.578715,0.59089,0.829643,0.69164
2022_964_France,France,Qatar Airways,group_or_knockout,4.081,0.71619,0.597054,0.528166,0.829643,0.690699
2006_667_Netherlands,Netherlands,Hisense,group_or_knockout,4.055,0.587757,0.630136,0.682016,0.882297,0.690046
2022_961_Argentina,Argentina,Hyundai,group_or_knockout,4.109,0.673976,0.521509,0.649538,0.824585,0.689854
2010_762_Netherlands,Netherlands,Hisense,group_or_knockout,4.085,0.579596,0.629695,0.648361,0.882297,0.68941
2018_898_England,England,McDonald's,group_or_knockout,3.831,0.84215,0.673267,0.834805,0.452957,0.687803
1986_398_Russia,Russia,Hyundai,group_or_knockout,4.122,0.627351,0.590365,0.612899,0.802854,0.687267
1978_307_Brazil,Brazil,Adidas,tournament,4.205,0.426683,0.650653,0.654434,0.900554,0.686019
2022_930_Switzerland,Switzerland,Visa,group_or_knockout,4.321,0.552891,0.542807,0.538375,0.745008,0.685578
2022_964_Argentina,Argentina,Hyundai,group_or_knockout,4.081,0.71619,0.5309,0.573758,0.824585,0.684669
2014_788_Mexico,Mexico,Vivo,group_or_knockout,4.391,0.531647,0.729413,0.49461,0.362371,0.683987
2014_776_Netherlands,Netherlands,Hisense,group_or_knockout,3.987,0.652093,0.643411,0.615226,0.882297,0.683751
2002_589_Brazil,Brazil,Adidas,group_or_knockout,4.223,0.45703,0.658225,0.548349,0.900554,0.682777
1998_577_Netherlands,Netherlands,Hisense,group_or_knockout,4.236,0.471022,0.607523,0.582184,0.882297,0.682219
1970_225_Brazil,Brazil,Adidas,tournament,4.257,0.41397,0.650458,0.5723,0.900554,0.682003
2022_951_France,France,Qatar Airways,group_or_knockout,4.079,0.671871,0.579598,0.557595,0.829643,0.68153
2018_885_France,France,Qatar Airways,group_or_knockout,4.104,0.686002,0.58604,0.490334,0.829643,0.681341
2014_806_Cameroon,Cameroon,Hyundai,group_or_knockout,4.45,0.610056,0.458539,0.385677,0.654762,0.678171
2018_853_Egypt,Egypt,Hyundai,group_or_knockout,4.318,0.693952,0.460368,0.445152,0.637317,0.677357
1990_417_Sweden,Sweden,Budweiser,group_or_knockout,4.328,0.522567,0.498947,0.587773,0.721092,0.676925
2022_958_Netherlands,Netherlands,Hisense,group_or_knockout,4.004,0.626308,0.63515,0.584902,0.882297,0.675718
1982_326_Russia,Russia,Hyundai,tournament,4.159,0.522939,0.559636,0.668896,0.802854,0.673943
1982_337_Brazil,Brazil,Adidas,tournament,4.253,0.399753,0.64264,0.550684,0.900554,0.673648
2018_896_Russia,Russia,Hyundai,group_or_knockout,4.146,0.610108,0.585793,0.511617,0.802854,0.673231
2018_885_Argentina,Argentina,Hyundai,group_or_knockout,4.104,0.686002,0.522886,0.504567,0.824585,0.67146
2006_669_Italy,Italy,Visa,group_or_knockout,4.105,0.614458,0.492115,0.618745,0.874646,0.671371
1990_443_Brazil,Brazil,Adidas,group_or_knockout,4.228,0.385821,0.638509,0.595414,0.900554,0.671143
1986_376_Brazil,Brazil,Adidas,group_or_knockout,4.223,0.380124,0.634133,0.615439,0.900554,0.670914
1998_571_England,England,McDonald's,group_or_knockout,4.115,0.650235,0.638119,0.64945,0.452957,0.669636
2006_708_France,France,Qatar Airways,group_or_knockout,4.055,0.602459,0.558259,0.61487,0.829643,0.665677
1998_573_Denmark,Denmark,Adidas,group_or_knockout,4.263,0.537896,0.502441,0.483249,0.837247,0.665016
1986_364_Argentina,Argentina,Hyundai,group_or_knockout,4.093,0.575476,0.489845,0.689318,0.824585,0.66488
2022_953_Japan,Japan,Adidas,group_or_knockout,3.995,0.725509,0.528218,0.62383,0.711341,0.664864
1982_359_France,France,Qatar Airways,tournament,3.773,0.718282,0.568626,0.810323,0.829643,0.664454
1974_244_Yugoslavia,Yugoslavia,Qatar Airways,tournament,4.067,0.639123,0.576691,0.65727,0.61998,0.664411
2022_924_France,France,Qatar Airways,group_or_knockout,4.07,0.627645,0.564454,0.532079,0.829643,0.663717
2014_812_Colombia,Colombia,Mengniu,group_or_knockout,3.995,0.741192,0.753547,0.615112,0.269293,0.663448
1978_305_Brazil,Brazil,Adidas,tournament,4.174,0.405351,0.638705,0.585223,0.900554,0.663337
1990_431_Brazil,Brazil,Adidas,group_or_knockout,4.212,0.377697,0.632756,0.581162,0.900554,0.663151
1998_553_France,France,Qatar Airways,group_or_knockout,4.116,0.560575,0.549804,0.58603,0.829643,0.663002
1978_284_Brazil,Brazil,Adidas,tournament,4.171,0.368072,0.625379,0.662619,0.900554,0.662978
