match_id,year,temperature_c,humidity,weather,stadium_capacity_k,neutral_site,host_advantage_a,venue_region,weather_severity
266,1974,26.4,51.1,hot,71.2,False,0.18,Germany,0.62
267,1974,26.7,70.6,cloudy,60.0,True,0.0,Germany,0.22
268,1974,32.3,73.7,windy,62.6,True,0.0,Germany,0.48
269,1974,30.7,78.7,cloudy,58.7,True,0.0,Germany,0.22
270,1974,17.0,86.5,clear,58.0,False,0.18,Germany,0.12
271,1978,33.1,44.1,cloudy,48.6,True,0.0,Argentina,0.22
272,1978,19.8,58.2,clear,62.1,False,0.18,Argentina,0.12
273,1978,29.3,58.2,rain,56.7,True,0.0,Argentina,0.48
274,1978,23.4,56.4,clear,85.2,True,0.0,Argentina,0.12
275,1978,20.5,47.6,clear,78.5,True,0.0,Argentina,0.12
276,1978,12.2,34.2,cloudy,63.0,True,0.0,Argentina,0.22
277,1978,22.0,59.5,clear,48.1,True,0.0,Argentina,0.12
278,1978,13.6,45.7,clear,43.5,True,0.0,Argentina,0.12
279,1978,28.8,59.4,rain,73.5,False,0.18,Argentina,0.48
280,1978,32.1,45.3,clear,61.4,True,0.0,Argentina,0.12
281,1978,18.2,40.4,cloudy,64.2,True,0.0,Argentina,0.22
282,1978,24.8,61.7,clear,35.3,True,0.0,Argentina,0.12
283,1978,18.6,60.4,clear,70.1,True,0.0,Argentina,0.12
284,1978,19.2,67.3,clear,63.9,True,0.0,Argentina,0.12
285,1978,27.6,93.0,rain,43.6,True,0.0,Argentina,0.48
286,1978,22.8,62.4,windy,51.9,True,0.0,Argentina,0.48
287,1978,33.4,65.8,clear,61.4,False,0.18,Argentina,0.12
288,1978,20.1,40.8,windy,58.7,True,0.0,Argentina,0.48
289,1978,29.0,37.4,cloudy,54.2,True,0.0,Argentina,0.22
290,1978,23.6,83.3,cloudy,56.7,True,0.0,Argentina,0.22
291,1978,27.8,43.2,rain,54.7,True,0.0,Argentina,0.48
292,1978,20.3,41.3,rain,60.0,True,0.0,Argentina,0.48
293,1978,22.7,57.4,rain,77.1,True,0.0,Argentina,0.48
294,1978,22.3,56.6,cloudy,24.6,True,0.0,Argentina,0.22
295,1978,18.0,43.6,cloudy,54.9,False,0.18,Argentina,0.22
296,1978,27.0,53.1,clear,60.3,True,0.0,Argentina,0.12
297,1978,26.9,77.7,clear,61.8,True,0.0,Argentina,0.12
298,1978,26.6,45.1,rain,53.2,True,0.0,Argentina,0.48
299,1978,32.2,35.7,clear,35.2,False,0.18,Argentina,0.12
300,1978,31.7,73.1,clear,62.3,True,0.0,Argentina,0.12
301,1978,20.8,65.9,clear,80.5,True,0.0,Argentina,0.12
302,1978,25.2,48.1,clear,38.1,True,0.0,Argentina,0.12
303,1978,19.3,32.7,cloudy,69.2,False,0.18,Argentina,0.22
304,1978,23.1,46.1,cloudy,53.7,True,0.0,Argentina,0.22
305,1978,19.4,57.1,cloudy,57.2,True,0.0,Argentina,0.22
306,1978,32.7,76.7,clear,44.3,True,0.0,Argentina,0.12
307,1978,25.2,41.4,cloudy,53.7,True,0.0,Argentina,0.22
308,1978,21.7,56.6,clear,74.9,False,0.18,Argentina,0.12
309,1982,30.2,68.8,rain,65.6,True,0.0,Spain,0.48
310,1982,10.0,19.9,cloudy,80.5,True,0.0,Spain,0.22
311,1982,10.9,74.5,cloudy,73.3,True,0.0,Spain,0.22
312,1982,27.8,39.1,cloudy,63.7,True,0.0,Spain,0.22
313,1982,23.4,63.3,windy,80.7,True,0.0,Spain,0.48
314,1982,24.5,61.9,rain,63.7,True,0.0,Spain,0.48
315,1982,15.0,75.4,cloudy,68.8,True,0.0,Spain,0.22
316,1982,22.9,66.8,cloudy,54.1,True,0.0,Spain,0.22
317,1982,35.0,20.0,clear,58.9,False,0.18,Spain,0.12
318,1982,27.9,45.4,windy,48.9,True,0.0,Spain,0.48
319,1982,24.0,60.2,clear,70.9,True,0.0,Spain,0.12
320,1982,20.4,54.9,clear,42.7,True,0.0,Spain,0.12
321,1982,20.6,65.6,windy,68.2,True,0.0,Spain,0.48
322,1982,10.2,70.6,rain,55.5,True,0.0,Spain,0.48
323,1982,24.5,67.7,clear,73.2,True,0.0,Spain,0.12
324,1982,28.1,54.6,clear,67.8,True,0.0,Spain,0.12
325,1982,13.5,28.5,clear,81.7,True,0.0,Spain,0.12
326,1982,19.0,50.7,cloudy,67.5,True,0.0,Spain,0.22
327,1982,16.1,64.7,clear,37.6,True,0.0,Spain,0.12
328,1982,17.2,40.6,windy,57.1,True,0.0,Spain,0.48
329,1982,23.3,68.1,windy,42.8,False,0.18,Spain,0.48
330,1982,10.5,72.5,cloudy,51.3,True,0.0,Spain,0.22
331,1982,26.7,60.0,cloudy,77.6,True,0.0,Spain,0.22
332,1982,27.5,15.0,clear,66.3,True,0.0,Spain,0.12
333,1982,21.5,37.6,clear,48.9,True,0.0,Spain,0.12
334,1982,8.1,88.2,rain,44.8,True,0.0,Spain,0.48
335,1982,17.0,49.3,clear,58.4,True,0.0,Spain,0.12
336,1982,30.4,26.3,clear,42.2,True,0.0,Spain,0.12
337,1982,6.3,77.8,clear,49.3,True,0.0,Spain,0.12
338,1982,20.9,58.2,clear,62.1,True,0.0,Spain,0.12
339,1982,15.9,75.7,cloudy,73.0,True,0.0,Spain,0.22
340,1982,27.8,62.4,rain,65.9,True,0.0,Spain,0.48
341,1982,18.9,65.3,rain,28.2,True,0.0,Spain,0.48
342,1982,25.4,63.8,cloudy,62.0,True,0.0,Spain,0.22
343,1982,26.4,69.2,hot,58.9,True,0.0,Spain,0.62
344,1982,34.0,94.4,clear,63.4,False,0.18,Spain,0.12
345,1982,21.8,73.5,hot,79.0,True,0.0,Spain,0.62
346,1982,25.3,32.7,cloudy,31.2,True,0.0,Spain,0.22
347,1982,14.1,65.1,clear,50.3,True,0.0,Spain,0.12
348,1982,30.1,76.3,windy,65.7,True,0.0,Spain,0.48
349,1982,18.4,77.2,clear,37.4,True,0.0,Spain,0.12
350,1982,19.6,51.2,clear,77.2,True,0.0,Spain,0.12
351,1982,22.9,76.6,clear,62.8,True,0.0,Spain,0.12
352,1982,13.6,72.8,clear,69.0,False,0.18,Spain,0.12
353,1982,24.4,96.0,clear,50.6,True,0.0,Spain,0.12
354,1982,28.8,46.0,cloudy,68.6,True,0.0,Spain,0.22
355,1982,24.8,49.9,hot,71.9,True,0.0,Spain,0.62
356,1982,13.5,53.1,clear,61.0,False,0.18,Spain,0.12
357,1982,22.3,50.2,cloudy,61.0,True,0.0,Spain,0.22
358,1982,27.5,43.8,clear,61.5,True,0.0,Spain,0.12
359,1982,11.7,15.0,hot,46.8,True,0.0,Spain,0.62
360,1982,16.6,51.0,clear,56.1,True,0.0,Spain,0.12
361,1986,28.3,63.9,clear,56.0,True,0.0,Mexico,0.12
362,1986,24.6,50.1,cloudy,63.0,True,0.0,Mexico,0.22
363,1986,25.5,89.0,rain,71.0,True,0.0,Mexico,0.48
364,1986,34.2,58.2,rain,44.2,True,0.0,Mexico,0.48
365,1986,25.8,78.7,cloudy,56.4,True,0.0,Mexico,0.22
366,1986,26.9,62.2,rain,77.3,True,0.0,Mexico,0.48
367,1986,39.0,71.2,clear,48.3,True,0.0,Mexico,0.12
368,1986,21.7,62.5,clear,47.3,False,0.18,Mexico,0.12
369,1986,18.2,79.9,clear,60.6,True,0.0,Mexico,0.12
370,1986,25.6,58.9,clear,69.0,True,0.0,Mexico,0.12
371,1986,25.6,65.9,clear,58.1,True,0.0,Mexico,0.12
372,1986,19.8,63.9,cloudy,75.3,True,0.0,Mexico,0.22
373,1986,16.8,53.4,clear,69.1,True,0.0,Mexico,0.12
374,1986,36.9,64.5,cloudy,68.9,True,0.0,Mexico,0.22
375,1986,25.0,93.8,cloudy,65.2,True,0.0,Mexico,0.22
376,1986,18.6,53.7,rain,88.3,True,0.0,Mexico,0.48
377,1986,28.5,64.7,rain,55.3,True,0.0,Mexico,0.48
378,1986,22.3,78.1,clear,32.0,True,0.0,Mexico,0.12
379,1986,21.5,76.2,clear,78.9,False,0.18,Mexico,0.12
380,1986,26.4,58.2,cloudy,52.0,True,0.0,Mexico,0.22
381,1986,15.2,19.9,cloudy,59.4,True,0.0,Mexico,0.22
382,1986,25.1,66.3,clear,75.0,True,0.0,Mexico,0.12
383,1986,34.5,22.5,clear,37.2,True,0.0,Mexico,0.12
384,1986,25.8,81.5,rain,41.7,True,0.0,Mexico,0.48
385,1986,20.7,60.7,cloudy,37.2,True,0.0,Mexico,0.22
386,1986,20.0,74.0,clear,47.7,True,0.0,Mexico,0.12
387,1986,20.5,43.6,cloudy,63.7,True,0.0,Mexico,0.22
388,1986,21.5,33.2,hot,64.8,True,0.0,Mexico,0.62
389,1986,20.7,62.2,clear,61.6,True,0.0,Mexico,0.12
390,1986,28.5,57.5,hot,39.6,False,0.18,Mexico,0.62
391,1986,12.6,50.1,clear,28.0,True,0.0,Mexico,0.12
392,1986,28.2,59.4,cloudy,58.7,True,0.0,Mexico,0.22
393,1986,20.7,96.0,cloudy,51.9,True,0.0,Mexico,0.22
394,1986,25.3,71.4,clear,64.0,True,0.0,Mexico,0.12
395,1986,16.2,74.8,hot,67.1,True,0.0,Mexico,0.62
396,1986,31.0,71.5,cloudy,59.8,True,0.0,Mexico,0.22
397,1986,30.5,81.7,windy,67.9,False,0.18,Mexico,0.48
398,1986,28.8,55.0,clear,61.0,True,0.0,Mexico,0.12
