text_id,source,title,url,domain,language,sourcecountry,published_at,sentiment_score,narrative_topic
53,GDELT,You could get paid $50K to watch every World Cup game . Here how to apply,https://www.ktvb.com/article/news/nation-world/world-cup-50k-job-to-watch-all-games-how-to-apply/507-4ed593dc-a9bb-4683-8ff7-e0dcafde2e47,ktvb.com,English,United States,20260508T221500Z,0.0,"""FIFA World Cup"" partnership"
54,GDELT,Fanatics Markets and ADI Predictstreet Launch Official FIFA World Cup 2026™ Hub Experience for U . S . Fans,https://www.manilatimes.net/2026/05/27/tmt-newswire/globenewswire/fanatics-markets-and-adi-predictstreet-launch-official-fifa-world-cup-2026-hub-experience-for-us-fans/2352986,manilatimes.net,English,Philippines,20260527T161500Z,0.25,"""FIFA World Cup"" partnership"
55,GDELT,Freedom 250 Announces Free FIFA World Cup Fan Zone on National Mall,https://www.breitbart.com/america250/2026/05/26/freedom-250-announces-free-fifa-world-cup-fan-zone-on-national-mall/,breitbart.com,English,United States,20260527T000000Z,0.0,"""FIFA World Cup"" partnership"
56,GDELT,You could get paid $50K to watch every World Cup game . Here how to apply,https://www.fox43.com/article/news/nation-world/world-cup-50k-job-to-watch-all-games-how-to-apply/507-4ed593dc-a9bb-4683-8ff7-e0dcafde2e47,fox43.com,English,United States,20260508T234500Z,0.0,"""FIFA World Cup"" partnership"
57,GDELT,Morocco Officially Set to Host FIFA 2027 Congress,https://www.moroccoworldnews.com/2026/05/289478/morocco-officially-set-to-host-fifas-2027-congress/,moroccoworldnews.com,English,Morocco,20260501T174500Z,0.0,"""FIFA World Cup"" partnership"
58,GDELT,You could get paid $50K to watch every World Cup game . Here how to apply,https://www.13wmaz.com/article/news/nation-world/world-cup-50k-job-to-watch-all-games-how-to-apply/507-4ed593dc-a9bb-4683-8ff7-e0dcafde2e47,13wmaz.com,English,United States,20260508T210000Z,0.0,"""FIFA World Cup"" partnership"
59,GDELT,You could get paid $50K to watch every World Cup game . Here how to apply,https://www.firstcoastnews.com/article/news/nation-world/world-cup-50k-job-to-watch-all-games-how-to-apply/507-4ed593dc-a9bb-4683-8ff7-e0dcafde2e47,firstcoastnews.com,English,United States,20260509T010000Z,0.0,"""FIFA World Cup"" partnership"
60,GDELT,In case you missed it : Bus from Zimbabwe intercepted | 7 killed in M17 head - on crash | McKenzie on superfan trips,https://www.citizen.co.za/news/in-case-you-missed-it-6-april-2026/,citizen.co.za,English,South Africa,20260406T193000Z,0.0,"""FIFA World Cup"" partnership"
61,GDELT_chunk,In case you missed it Bus from Zimbabwe intercepted 7 killed in M17 head on crash McKenzie on superfan trips,https://www.citizen.co.za/news/in-case-you-missed-it-6-april-2026/,citizen.co.za,English,South Africa,20260406T193000Z,0.0,"""FIFA World Cup"" partnership"
62,GDELT,"DoorDash , Deliveroo and Wolt Debut First - Ever International Campaign Celebrating the FIFA World Cup 2026",https://www.finanznachrichten.de/nachrichten-2026-05/68617232-doordash-deliveroo-and-wolt-debut-first-ever-international-campaign-celebrating-the-fifa-world-cup-2026-004.htm,finanznachrichten.de,English,Germany,20260528T113000Z,0.0,"""FIFA World Cup"" partnership"
63,GDELT,Where to watch FIFA World Cup 2026 in India,https://www.siasat.com/where-to-watch-fifa-world-cup-2026-in-india-3480901/,siasat.com,English,India,20260601T131500Z,0.0,"""FIFA World Cup"" partnership"
64,GDELT,"zee etertainment enterprises share decline can rally above 30 percent CLSA projects after FIFA rights win 30 % से ज्यादा उछलेगा ₹93 वाला शेयर ? कंपनी को फीफा वर्ल्डकप दिखाने का मिला है अधिकार , Business Hindi News",https://www.livehindustan.com/business/zee-etertainment-enterprises-share-decline-can-rally-above-30-percent-clsa-projects-after-fifa-rights-win-201780384225196.html,livehindustan.com,Hindi,India,20260602T080000Z,0.236,"""FIFA World Cup"" partnership"
65,GDELT_chunk,zee etertainment enterprises share decline can rally above 30 percent CLSA projects after FIFA rights win 30 स ज य द उछल ग 93 व ल श यर,https://www.livehindustan.com/business/zee-etertainment-enterprises-share-decline-can-rally-above-30-percent-clsa-projects-after-fifa-rights-win-201780384225196.html,livehindustan.com,Hindi,India,20260602T080000Z,0.258,"""FIFA World Cup"" partnership"
66,GDELT_chunk,क पन क फ फ वर ल डकप द ख न क म ल ह अध क र Business Hindi News,https://www.livehindustan.com/business/zee-etertainment-enterprises-share-decline-can-rally-above-30-percent-clsa-projects-after-fifa-rights-win-201780384225196.html,livehindustan.com,Hindi,India,20260602T080000Z,0.0,"""FIFA World Cup"" partnership"
67,GDELT,Nile Special offers Ugandan fans a chance to win all expenses paid trip to FIFA World Cup 2026,https://kawowo.com/2026/03/27/nile-special-offers-ugandan-fans-a-chance-to-win-all-expenses-paid-trip-to-fifa-world-cup-2026/,kawowo.com,English,Uganda,20260327T211500Z,0.243,"""FIFA World Cup"" partnership"
68,GDELT_chunk,Nile Special offers Ugandan fans a chance to win all expenses paid trip to FIFA World Cup 2026,https://kawowo.com/2026/03/27/nile-special-offers-ugandan-fans-a-chance-to-win-all-expenses-paid-trip-to-fifa-world-cup-2026/,kawowo.com,English,Uganda,20260327T211500Z,0.243,"""FIFA World Cup"" partnership"
69,GDELT,You could get paid $50K to watch every World Cup game . Here how to apply,https://www.kens5.com/article/news/nation-world/world-cup-50k-job-to-watch-all-games-how-to-apply/507-4ed593dc-a9bb-4683-8ff7-e0dcafde2e47,kens5.com,English,United States,20260508T214500Z,0.0,"""FIFA World Cup"" partnership"
70,GDELT,You could get paid $50K to watch every World Cup game . Here how to apply,https://www.5newsonline.com/article/news/nation-world/world-cup-50k-job-to-watch-all-games-how-to-apply/507-4ed593dc-a9bb-4683-8ff7-e0dcafde2e47,5newsonline.com,English,United States,20260508T233000Z,0.0,"""FIFA World Cup"" partnership"
71,GDELT,World Cup safety : NYPD teaming up with feds to combat weaponized drone and other measures to safeguard city during tourney,https://www.amny.com/news/world-cup-safety-nypd-feds-weaponized-drones/,amny.com,English,United States,20260521T230000Z,0.0,"""FIFA World Cup"" partnership"
72,GDELT_chunk,World Cup safety NYPD teaming up with feds to combat weaponized drone and other measures to safeguard city during tourney,https://www.amny.com/news/world-cup-safety-nypd-feds-weaponized-drones/,amny.com,English,United States,20260521T230000Z,0.0,"""FIFA World Cup"" partnership"
73,GDELT,Westmont College to Host Qatar National Team for FIFA World Cup,https://www.noozhawk.com/westmont-college-to-host-qatar-national-team-for-fifa-world-cup/,noozhawk.com,English,United States,20260529T014500Z,0.0,"""FIFA World Cup"" partnership"
74,GDELT,BTCC Exchange Named Official Regional Partner of the Argentine National Team,https://www.benzinga.com/pressreleases/26/04/51624150/btcc-exchange-named-official-regional-partner-of-the-argentine-national-team,benzinga.com,English,United States,20260402T134500Z,0.302,"""FIFA World Cup"" partnership"
75,GDELT,adidas Trefoil logo makes a World Cup comeback after 36 years,https://www.marketing-interactive.com/adidas-trefoil-makes-a-world-cup-comeback-after-36-years,marketing-interactive.com,English,Singapore,20260326T051500Z,0.0,"""FIFA World Cup"" partnership"
76,GDELT,Lenovo and David Beckham Team Up for Global Collaboration,https://outoftownblog.com/lenovo-and-david-beckham-team-up-for-global-collaboration/,outoftownblog.com,English,Philippines,20260404T164500Z,0.333,"""FIFA World Cup"" partnership"
77,GDELT,FIFA and YouTube team up for the 2026 World Cup : Key details explained,https://www.thenews.com.pk/latest/1401123-fifa-and-youtube-team-up-for-the-2026-world-cup-key-details-explained,thenews.com.pk,English,Pakistan,20260502T093000Z,0.0,"""FIFA World Cup"" partnership"
78,GDELT,"Integral Appointed as Referral Agent for Ghana , Ivory Coast and Senegal for FIFA World Cup 26™ Hospitality Sales",https://www.ghanamma.com/2026/04/20/integral-appointed-as-referral-agent-for-ghana-ivory-coast-and-senegal-for-fifa-world-cup-26-hospitality-sales/,ghanamma.com,English,Ghana,20260421T001500Z,0.0,"""FIFA World Cup"" partnership"
79,GDELT_chunk,Integral Appointed as Referral Agent for Ghana Ivory Coast and Senegal for FIFA World Cup 26 Hospitality Sales,https://www.ghanamma.com/2026/04/20/integral-appointed-as-referral-agent-for-ghana-ivory-coast-and-senegal-for-fifa-world-cup-26-hospitality-sales/,ghanamma.com,English,Ghana,20260421T001500Z,0.0,"""FIFA World Cup"" partnership"
80,GDELT,"Kevin Hart , Michelob ULTRA Offer $90K World Cup Fan Role",https://www.forbes.com/sites/noelburgess/2026/05/15/kevin-hart-michelob-ultra-world-cup-2026-fan-job/,forbes.com,English,United States,20260515T201500Z,0.0,"""FIFA World Cup"" partnership"
81,GDELT,Canada Welcomes The World : The FIFA World Cup 2026 | The Reporter Ethiopia,https://www.thereporterethiopia.com/50790/,thereporterethiopia.com,English,Ethiopia,20260523T091500Z,0.0,"""FIFA World Cup"" partnership"
82,GDELT,Boston Mayor Michelle Wu details plans for FIFA Fan Festival on City Hall Plaza ahead of World Cup,https://www.wcvb.com/article/fifa-fan-festival-boston-city-hall-plaza-details/71083293,wcvb.com,English,United States,20260421T181500Z,0.0,"""FIFA World Cup"" partnership"
83,GDELT_chunk,Boston Mayor Michelle Wu details plans for FIFA Fan Festival on City Hall Plaza ahead of World Cup,https://www.wcvb.com/article/fifa-fan-festival-boston-city-hall-plaza-details/71083293,wcvb.com,English,United States,20260421T181500Z,0.0,"""FIFA World Cup"" partnership"
84,GDELT,"Madonna , Shakira , BTS to headline first World Cup final half - time show",https://thenationonlineng.net/madonna-shakira-bts-to-headline-first-world-cup-final-half-time-show/,thenationonlineng.net,English,Nigeria,20260514T181500Z,0.0,"""FIFA World Cup"" partnership"
85,GDELT,PIF Becomes Official Supporter of 2026 FIFA World Cup,https://www.miragenews.com/pif-becomes-official-supporter-of-2026-fifa-1673733/,miragenews.com,English,United States,20260514T133000Z,0.0,"""FIFA World Cup"" partnership"
86,GDELT,"Soccer Star Ronaldinho Starts Label , to Drop World Cup - Inspired Album",https://www.billboard.com/pro/soccar-star-ronaldinho-starts-label-world-cup-album/,billboard.com,English,United States,20260330T201500Z,0.0,"""FIFA World Cup"" partnership"
87,GDELT,"A giant match ball outside , soccer science inside : Science World embraces FIFA | Daily Hive",https://dailyhive.com/vancouver/science-technology-fifa-museum-science-world-vancouver-exhibit-beautiful-dome,dailyhive.com,English,Canada,20260517T004500Z,0.0,"""FIFA World Cup"" partnership"
88,GDELT,"Madonna , Shakira and BTS to headline FIFA World Cup Final first - ever halftime show ; Coldplay to curate",https://www.hindustantimes.com/entertainment/music/madonna-shakira-and-bts-to-headline-fifa-world-cup-2026-final-halftime-show-coldplay-to-curate-101778736288386.html,hindustantimes.com,English,India,20260514T071500Z,0.0,"""FIFA World Cup"" partnership"
89,GDELT,Qatar Airways unveils FIFA World Cup 2026 livery,https://tradearabia.com:443/News/462880/Qatar-Airways-unveils-FIFA-World-Cup-2026-livery/TTN,tradearabia.com,English,United Arab Emirates,20260526T060000Z,0.0,"""FIFA World Cup"" partnership"
90,GDELT,Qatar Airways unveils FIFA World Cup 2026 livery,https://tradearabia.com:443/News/462880/Qatar-Airways-unveils-FIFA-World-Cup-2026-livery,tradearabia.com,English,United Arab Emirates,20260526T060000Z,0.0,"""FIFA World Cup"" partnership"
91,GDELT,"Iconic Dallas mural painted over for FIFA World Cup project sparks backlash from artist , residents",https://www.wcnc.com/article/news/nation-world/iconic-dallas-mural-painted-over-for-fifa-world-cup-project-sparks-backlash-from-artist-residents/507-605e5bca-c94e-4ef9-af44-508f75e31d87,wcnc.com,English,United States,20260516T163000Z,0.0,"""FIFA World Cup"" partnership"
92,GDELT,"Seattle - area youth score free World Cup 2026 tickets , snacks and scarves",https://komonews.com/news/local/city-of-seattle-mayor-katie-wilson-world-cup-tickets-seattle-stadium-some-kids-in-seattle-will-attend-a-world-cup-match-safety-seattlefwc26-ceo-peter-tomozawa-nonprofits,komonews.com,English,United States,20260603T230000Z,0.0,"""FIFA World Cup"" partnership"
93,GDELT,"Iconic Dallas mural painted over for FIFA World Cup project sparks backlash from artist , residents",https://www.9news.com/article/news/nation-world/iconic-dallas-mural-painted-over-for-fifa-world-cup-project-sparks-backlash-from-artist-residents/507-605e5bca-c94e-4ef9-af44-508f75e31d87,9news.com,English,United States,20260516T170000Z,0.0,"""FIFA World Cup"" partnership"
94,GDELT,"Iconic Dallas mural painted over for FIFA World Cup project sparks backlash from artist , residents",https://www.khou.com/article/news/nation-world/iconic-dallas-mural-painted-over-for-fifa-world-cup-project-sparks-backlash-from-artist-residents/507-605e5bca-c94e-4ef9-af44-508f75e31d87,khou.com,English,United States,20260516T161500Z,0.0,"""FIFA World Cup"" partnership"
95,GDELT,"Iconic Dallas mural painted over for FIFA World Cup project sparks backlash from artist , residents",https://www.wnep.com/article/news/nation-world/iconic-dallas-mural-painted-over-for-fifa-world-cup-project-sparks-backlash-from-artist-residents/507-605e5bca-c94e-4ef9-af44-508f75e31d87,wnep.com,English,United States,20260516T133000Z,0.0,"""FIFA World Cup"" partnership"
